text,label
"time n smile r the two crucial things in our life. sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",ham
cool. so how come you havent been wined and dined before?,ham
i cant talk to you now.i will call when i can.dont keep calling.,ham
hi neva worry bout da truth coz the truth will lead me 2 ur heart. its the least a unique person like u deserve. sleep tight or morning,ham
hey i'm bored... so i'm thinking of u... so wat r u doing?,ham
happy birthday to you....dear.with lots of love.rakhesh nri,ham
okay. i've seen it. so i should pick it on friday?,ham
oh ya... got hip hop open. haha i was thinking can go for jazz then zoom to cine... actually tonight i'm free leh... and there's a kb lesson tonight,ham
hi darlin how was work did u get into trouble? ijust talked to your mum all morning! i had a really good time last night im goin out soon but call me if u can,ham
"500 new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today!from only £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 txtauction",spam
yeah get the unlimited,ham
"cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! have a beautiful morning. see you in the library later.",ham
ok lor...,ham
"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay.",ham
remember to ask alex about his pizza,ham
y dun cut too short leh. u dun like ah? she failed. she's quite sad.,ham
"loan for any purpose £500 - £75,000. homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 1956669 or text back 'help'",spam
u're welcome... caught u using broken english again...,ham
please call 08712402779 immediately as there is an urgent message waiting for you,spam
arun can u transfr me d amt,ham
"free2day sexy st george's day pic of jordan!txt pic to 89080 dont miss out, then every wk a saucy celeb!4 more pics c pocketbabe.co.uk 0870241182716 £3/wk",spam
"mah b, i'll pick it up tomorrow",ham
me hungry buy some food good lei... but mum n yun dun wan juz buy a little bit... ,ham
that depends. how would you like to be treated? :),ham
umma my life and vava umma love you lot dear,ham
your weekly cool-mob tones are ready to download !this weeks new tones include: 1) crazy frog-axel f>>> 2) akon-lonely>>> 3) black eyed-dont p >>>more info in n,spam
"hi chikku, send some nice msgs",ham
yes:)sura in sun tv.:)lol.,ham
so no messages. had food?,ham
its  &lt;#&gt; k here oh. should i send home for sale.,ham
private! your 2003 account statement for 07753741225 shows 800 un-redeemed s. i. m. points. call 08715203677 identifier code: 42478 expires 24/10/04,spam
if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,ham
"sorry, got a late start, we're on the way",ham
whens your radio show?,ham
wat r u doing?,ham
from tomorrow onwards eve 6 to 3 work.,ham
"multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",ham
i cant pick the phone right now. pls send a message,ham
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/meg. cc: 08718720201 hg/suite342/2lands row/w1j6hl,spam
this pay is  &lt;decimal&gt;  lakhs:),ham
"hi the way i was with u 2day, is the normal way&this is the real me. ur unique&i hope i know u 4 the rest of mylife. hope u find wot was lost.",ham
how much did ur hdd casing cost.,ham
"sorry light turned green, i meant another friend wanted  &lt;#&gt;  worth but he may not be around",ham
oh fuck. juswoke up in a bed on a boatin the docks. slept wid 25 year old. spinout! giv u da gossip l8r. xxx,ham
wat time ü wan today?,ham
nothing lor... a bit bored too... then y dun u go home early 2 sleep today...,ham
"oh yeah,and hav a great time in newquay-send me a postcard !1 look after all the girls while im gone(u know the 1im talkin bout!)xx",ham
"your account has been credited with 500 free text messages. to activate, just txt the word: credit to no: 80488 t&cs www.80488.biz",spam
i am not sure about night menu. . . i know only about noon menu,ham
"haha i heard that, text me when you're around",ham
"urgent ur awarded a complimentary trip to eurodisinc trav, aco&entry41 or £1000. to claim txt dis to 87121 18+6*£1.50(morefrmmob. shracomorsglsuplt)10, ls1 3aj",spam
"goodmorning, today i am late for  &lt;decimal&gt; min.",ham
are you available for soiree on june 3rd?,ham
"k, can i pick up another 8th when you're done?",ham
mine here like all fr china then so noisy.,ham
got c... i lazy to type... i forgot ü in lect... i saw a pouch but like not v nice...,ham
is that what time you want me to come?,ham
"i don't think i can get away for a trek that long with family in town, sorry",ham
your gonna be the death if me. i'm gonna leave a note that says its all robs fault. avenge me.,ham
i'm at home. please call,ham
thanks for yesterday sir. you have been wonderful. hope you enjoyed the burial. mojibiola,ham
guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394973 from landline datebox1282essexcm61xn 150p/min 18,spam
its on in engalnd! but telly has decided it won't let me watch it and mia and elliot were kissing! damn it!,ham
i can take you at like noon,ham
think + da. you wil do.,ham
he remains a bro amongst bros,ham
"good afternoon loverboy ! how goes you day ? any luck come your way? i think of you, sweetie and send my love across the sea to make you smile and happy",ham
sounds like a plan! cardiff is still here and still cold! i'm sitting on the radiator!,ham
kallis wont bat in 2nd innings.,ham
lol! nah wasn't too bad thanks. its good to b home but its been quite a reality check. hows ur day been? did u do anything with website?,ham
i cant keep talking to people if am not sure i can pay them if they agree to price. so pls tell me what you want to really buy and how much you are willing to pay,ham
auntie huai juan never pick up her phone,ham
is that seriously how you spell his name?,ham
yes i know the cheesy songs from frosty the snowman :),ham
hey they r not watching movie tonight so i'll prob b home early...,ham
"good afternoon, my love ! any job prospects ? are you missing me ? what do you do ? are you being lazy and bleak, hmmm ? or happy and filled with my love ?",ham
i dont know oh. hopefully this month.,ham
the bus leaves at  &lt;#&gt; ,ham
i am in bus on the way to calicut,ham
yeah jay's sort of a fucking retard,ham
my sister going to earn more than me da.,ham
i have a sore throat. it's scratches when i talk,ham
warner village 83118 c colin farrell in swat this wkend @warner village & get 1 free med. popcorn!just show msg+ticket@kiosk.valid 4-7/12. c t&c @kiosk. reply sony 4 mre film offers,spam
just sleeping..and surfing,ham
free unlimited hardcore porn direct 2 your mobile txt porn to 69200 & get free access for 24 hrs then chrgd@50p per day txt stop 2exit. this msg is free,spam
k.k:)apo k.good movie.,ham
"sorry,in meeting i'll call later",ham
if u sending her home first it's ok lor. i'm not ready yet.,ham
do you want a new video phone? 600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 or reply now,spam
wow v v impressed. have funs shopping!,ham
"love isn't a decision, it's a feeling. if we could decide who to love, then, life would be much simpler, but then less magical",ham
tbs/persolvo. been chasing us since sept for£38 definitely not paying now thanks to your information. we will ignore them. kath. manchester.,spam
call me when you get the chance plz &lt;3,ham
you said to me before i went back to bed that you can't sleep for anything.,ham
serious? what like proper tongued her,ham
i didnt get anything da,ham
"it's ok, at least armand's still around",ham
purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng musthu,ham
i can't believe how attached i am to seeing you every day. i know you will do the best you can to get to me babe. i will go to teach my class at your midnight,ham
we're finally ready fyi,ham
talk sexy!! make new friends or fall in love in the worlds most discreet text dating service. just text vip to 83110 and see who you could meet.,spam
goodnight da thangam i really miss u dear.,ham
i'm meeting darren...,ham
"urgent! call 09066350750 from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+ ",spam
this is the 2nd time we have tried to contact u. u have won the £1450 prize to claim just call 09053750005 b4 310303. t&cs/stop sms 08718725756. 140ppm,spam
probably a couple hours tops,ham
yes! i am a one woman man! please tell me your likes and dislikes in bed...,ham
hi good mornin.. thanku wish u d same..,ham
"especially since i talk about boston all up in my personal statement, lol! i woulda changed that if i had realized it said nyc! it says boston now.",ham
"aight we can pick some up, you open before tonight?",ham
free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt pod to 84128 ts&cs www.textpod.net custcare 08712405020.,spam
you have won a nokia 7250i. this is what you get when you win our free auction. to take part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+,spam
i can ask around but there's not a lot in terms of mids up here,ham
aah! a cuddle would be lush! i'd need lots of tea and soup before any kind of fumbling!,ham
k.then any other special?,ham
